"","Partito","Data","Percentuale","Istituto","Campione"
"1573","SPÖ",2023-09-14,21,"Unique Research",800
"1574","ÖVP",2023-09-14,23,"OGM",1029
"1575","ÖVP",2023-09-14,24,"Unique Research",800
"1576","FPÖ",2023-09-20,28,"Market",2000
"1577","GRÜNE",2023-09-20,10,"Market",2000
"1578","NEOS",2023-09-20,10,"Market",2000
"1579","SPÖ",2023-09-20,25,"Market",2000
"1580","ÖVP",2023-09-20,22,"Market",2000
"1581","FPÖ",2023-09-27,29,"Market",2000
"1582","GRÜNE",2023-09-27,9,"Market",2000
"1583","NEOS",2023-09-27,11,"Market",2000
"1584","SPÖ",2023-09-27,25,"Market",2000
"1585","ÖVP",2023-09-27,21,"Market",2000
"1586","FPÖ",2023-10-04,25,"IFDD",837
"1587","FPÖ",2023-10-04,30,"Market",1000
"1588","GRÜNE",2023-10-04,14,"IFDD",837
"1589","GRÜNE",2023-10-04,8,"Market",1000
"1590","NEOS",2023-10-04,8,"IFDD",837
"1591","NEOS",2023-10-04,10,"Market",1000
"1592","SPÖ",2023-10-04,25,"IFDD",837
"1593","SPÖ",2023-10-04,27,"Market",1000
"1594","ÖVP",2023-10-04,25,"IFDD",837
"1595","ÖVP",2023-10-04,19,"Market",1000
"1596","FPÖ",2023-10-05,29,"INSA",1000
"1597","GRÜNE",2023-10-05,9,"INSA",1000
"1598","NEOS",2023-10-05,9,"INSA",1000
"1599","SPÖ",2023-10-05,23,"INSA",1000
"1600","ÖVP",2023-10-05,23,"INSA",1000
"1601","FPÖ",2023-10-11,30,"Market",2000
"1602","GRÜNE",2023-10-11,9,"Market",2000
"1603","NEOS",2023-10-11,10,"Market",2000
"1604","SPÖ",2023-10-11,25,"Market",2000
"1605","ÖVP",2023-10-11,21,"Market",2000
"1606","FPÖ",2023-10-12,32,"Peter Hajek",800
"1607","GRÜNE",2023-10-12,10,"Peter Hajek",800
"1608","NEOS",2023-10-12,9,"Peter Hajek",800
"1609","SPÖ",2023-10-12,21,"Peter Hajek",800
"1610","ÖVP",2023-10-12,22,"Peter Hajek",800
"1611","FPÖ",2023-10-18,29,"Market",2000
"1612","GRÜNE",2023-10-18,9,"Market",2000
"1613","NEOS",2023-10-18,11,"Market",2000
"1614","SPÖ",2023-10-18,24,"Market",2000
"1615","ÖVP",2023-10-18,21,"Market",2000
"1616","FPÖ",2023-10-19,29,"Market",800
"1617","GRÜNE",2023-10-19,9,"Market",800
"1618","NEOS",2023-10-19,10,"Market",800
"1619","SPÖ",2023-10-19,24,"Market",800
"1620","ÖVP",2023-10-19,21,"Market",800
"1621","FPÖ",2023-10-25,29,"Market",2000
"1622","GRÜNE",2023-10-25,9,"Market",2000
"1623","NEOS",2023-10-25,12,"Market",2000
"1624","SPÖ",2023-10-25,24,"Market",2000
"1625","ÖVP",2023-10-25,20,"Market",2000
"1626","FPÖ",2023-10-30,30,"Market",2000
"1627","GRÜNE",2023-10-30,9,"Market",2000
"1628","NEOS",2023-10-30,11,"Market",2000
"1629","SPÖ",2023-10-30,24,"Market",2000
"1630","ÖVP",2023-10-30,20,"Market",2000
"1631","FPÖ",2023-11-02,29,"INSA",1000
"1632","GRÜNE",2023-11-02,9,"INSA",1000
"1633","NEOS",2023-11-02,10,"INSA",1000
"1634","SPÖ",2023-11-02,23,"INSA",1000
"1635","ÖVP",2023-11-02,21,"INSA",1000
"1636","FPÖ",2023-11-08,29,"Market",2000
"1637","GRÜNE",2023-11-08,9,"Market",2000
"1638","NEOS",2023-11-08,10,"Market",2000
"1639","SPÖ",2023-11-08,25,"Market",2000
"1640","ÖVP",2023-11-08,20,"Market",2000
"1641","FPÖ",2023-11-09,32,"Unique Research",800
"1642","GRÜNE",2023-11-09,9,"Unique Research",800
"1643","NEOS",2023-11-09,10,"Unique Research",800
"1644","SPÖ",2023-11-09,23,"Unique Research",800
"1645","ÖVP",2023-11-09,20,"Unique Research",800
"1646","FPÖ",2023-11-15,29,"Market",2000
"1647","GRÜNE",2023-11-15,9,"Market",2000
"1648","NEOS",2023-11-15,10,"Market",2000
"1649","SPÖ",2023-11-15,26,"Market",2000
"1650","ÖVP",2023-11-15,20,"Market",2000
"1651","FPÖ",2023-11-16,29,"OGM",1072
"1652","GRÜNE",2023-11-16,8,"OGM",1072
"1653","NEOS",2023-11-16,9,"OGM",1072
"1654","SPÖ",2023-11-16,25,"OGM",1072
"1655","ÖVP",2023-11-16,23,"OGM",1072
"1656","FPÖ",2023-11-22,29,"Market",2000
"1657","GRÜNE",2023-11-22,9,"Market",2000
"1658","NEOS",2023-11-22,10,"Market",2000
"1659","SPÖ",2023-11-22,26,"Market",2000
"1660","ÖVP",2023-11-22,20,"Market",2000
"1661","FPÖ",2023-11-23,30,"Market",800
"1662","GRÜNE",2023-11-23,8,"Market",800
"1663","NEOS",2023-11-23,11,"Market",800
"1664","SPÖ",2023-11-23,24,"Market",800
"1665","ÖVP",2023-11-23,20,"Market",800
"1666","FPÖ",2023-11-29,31,"Market",1000
"1667","FPÖ",2023-11-29,32,"Unique Research",1600
"1668","FPÖ",2023-11-29,30,"Unique Research",1600
"1669","GRÜNE",2023-11-29,9,"Market",1000
"1670","GRÜNE",2023-11-29,9,"Unique Research",1600
"1671","GRÜNE",2023-11-29,12,"Unique Research",1600
"1672","NEOS",2023-11-29,13,"Market",1000
"1673","NEOS",2023-11-29,9,"Unique Research",1600
"1674","NEOS",2023-11-29,7,"Unique Research",1600
"1675","SPÖ",2023-11-29,24,"Market",1000
"1676","SPÖ",2023-11-29,22,"Unique Research",1600
"1677","SPÖ",2023-11-29,24,"Unique Research",1600
"1678","ÖVP",2023-11-29,19,"Market",1000
"1679","ÖVP",2023-11-29,22,"Unique Research",1600
"1680","ÖVP",2023-11-29,23,"Unique Research",1600
"1681","FPÖ",2023-12-06,30,"INSA",1000
"1682","FPÖ",2023-12-06,30,"Market",2000
"1683","GRÜNE",2023-12-06,10,"INSA",1000
"1684","GRÜNE",2023-12-06,9,"Market",2000
"1685","NEOS",2023-12-06,10,"INSA",1000
"1686","NEOS",2023-12-06,12,"Market",2000
"1687","SPÖ",2023-12-06,23,"INSA",1000
"1688","SPÖ",2023-12-06,24,"Market",2000
"1689","ÖVP",2023-12-06,20,"INSA",1000
"1690","ÖVP",2023-12-06,19,"Market",2000
"1691","FPÖ",2023-12-13,30,"Market",1000
"1692","FPÖ",2023-12-13,30,"Market",2000
"1693","GRÜNE",2023-12-13,13,"Market",1000
"1694","GRÜNE",2023-12-13,9,"Market",2000
"1695","NEOS",2023-12-13,9,"Market",1000
"1696","NEOS",2023-12-13,10,"Market",2000
"1697","SPÖ",2023-12-13,22,"Market",1000
"1698","SPÖ",2023-12-13,24,"Market",2000
"1699","ÖVP",2023-12-13,22,"Market",1000
"1700","ÖVP",2023-12-13,21,"Market",2000
"1701","FPÖ",2023-12-20,30,"Market",2000
"1702","GRÜNE",2023-12-20,9,"Market",2000
"1703","NEOS",2023-12-20,9,"Market",2000
"1704","SPÖ",2023-12-20,25,"Market",2000
"1705","ÖVP",2023-12-20,21,"Market",2000
"1706","FPÖ",2023-12-21,30,"Market",800
"1707","GRÜNE",2023-12-21,8,"Market",800
"1708","NEOS",2023-12-21,10,"Market",800
"1709","SPÖ",2023-12-21,24,"Market",800
"1710","ÖVP",2023-12-21,21,"Market",800
"1711","FPÖ",2023-12-27,29,"Market",2000
"1712","GRÜNE",2023-12-27,9,"Market",2000
"1713","NEOS",2023-12-27,11,"Market",2000
"1714","SPÖ",2023-12-27,23,"Market",2000
"1715","ÖVP",2023-12-27,21,"Market",2000
"1716","FPÖ",2024-01-10,32,"INSA",1000
"1717","FPÖ",2024-01-10,27,"Market",2000
"1718","GRÜNE",2024-01-10,9,"INSA",1000
"1719","GRÜNE",2024-01-10,10,"Market",2000
"1720","NEOS",2024-01-10,9,"INSA",1000
"1721","NEOS",2024-01-10,12,"Market",2000
"1722","SPÖ",2024-01-10,23,"INSA",1000
"1723","SPÖ",2024-01-10,24,"Market",2000
"1724","ÖVP",2024-01-10,20,"INSA",1000
"1725","ÖVP",2024-01-10,21,"Market",2000
"1726","FPÖ",2024-01-12,29,"OGM",1005
"1727","GRÜNE",2024-01-12,10,"OGM",1005
"1728","NEOS",2024-01-12,10,"OGM",1005
"1729","SPÖ",2024-01-12,25,"OGM",1005
"1730","ÖVP",2024-01-12,21,"OGM",1005
"1731","FPÖ",2024-01-17,26,"Market",2000
"1732","GRÜNE",2024-01-17,10,"Market",2000
"1733","NEOS",2024-01-17,11,"Market",2000
"1734","SPÖ",2024-01-17,24,"Market",2000
"1735","ÖVP",2024-01-17,23,"Market",2000
"1736","FPÖ",2024-01-22,31,"Triple M",800
"1737","GRÜNE",2024-01-22,9,"Triple M",800
"1738","NEOS",2024-01-22,10,"Triple M",800
"1739","SPÖ",2024-01-22,23,"Triple M",800
"1740","ÖVP",2024-01-22,20,"Triple M",800
"1741","FPÖ",2024-01-24,31,"INSA",1000
"1742","FPÖ",2024-01-24,26,"Market",2000
"1743","FPÖ",2024-01-24,28,"OGM",2017
"1744","GRÜNE",2024-01-24,9,"INSA",1000
"1745","GRÜNE",2024-01-24,9,"Market",2000
"1746","GRÜNE",2024-01-24,7,"OGM",2017
"1747","NEOS",2024-01-24,9,"INSA",1000
"1748","NEOS",2024-01-24,10,"Market",2000
"1749","NEOS",2024-01-24,10,"OGM",2017
"1750","SPÖ",2024-01-24,22,"INSA",1000
"1751","SPÖ",2024-01-24,23,"Market",2000
"1752","SPÖ",2024-01-24,22,"OGM",2017
"1753","ÖVP",2024-01-24,21,"INSA",1000
"1754","ÖVP",2024-01-24,22,"Market",2000
"1755","ÖVP",2024-01-24,22,"OGM",2017
"1756","FPÖ",2024-01-28,27,"IFDD",1000
"1757","GRÜNE",2024-01-28,14,"IFDD",1000
"1758","NEOS",2024-01-28,9,"IFDD",1000
"1759","SPÖ",2024-01-28,24,"IFDD",1000
"1760","ÖVP",2024-01-28,21,"IFDD",1000
"1761","FPÖ",2024-01-31,27,"Market",1000
"1762","FPÖ",2024-01-31,27,"Market",2000
"1763","FPÖ",2024-01-31,26,"OGM",2076
"1764","GRÜNE",2024-01-31,13,"Market",1000
"1765","GRÜNE",2024-01-31,8,"Market",2000
"1766","GRÜNE",2024-01-31,14,"OGM",2076
"1767","NEOS",2024-01-31,14,"Market",1000
"1768","NEOS",2024-01-31,11,"Market",2000
"1769","NEOS",2024-01-31,12,"OGM",2076
"1770","SPÖ",2024-01-31,20,"Market",1000
"1771","SPÖ",2024-01-31,22,"Market",2000
"1772","SPÖ",2024-01-31,21,"OGM",2076
"1773","ÖVP",2024-01-31,24,"Market",1000
"1774","ÖVP",2024-01-31,23,"Market",2000
"1775","ÖVP",2024-01-31,22,"OGM",2076
"1776","FPÖ",2024-02-07,28,"Market",2000
"1777","FPÖ",2024-02-07,27,"Market",800
"1778","GRÜNE",2024-02-07,8,"Market",2000
"1779","GRÜNE",2024-02-07,11,"Market",800
"1780","NEOS",2024-02-07,12,"Market",2000
"1781","NEOS",2024-02-07,12,"Market",800
"1782","SPÖ",2024-02-07,21,"Market",2000
"1783","SPÖ",2024-02-07,23,"Market",800
"1784","ÖVP",2024-02-07,21,"Market",2000
"1785","ÖVP",2024-02-07,25,"Market",800
"1786","FPÖ",2024-02-14,27,"Market",2000
"1787","GRÜNE",2024-02-14,9,"Market",2000
"1788","NEOS",2024-02-14,11,"Market",2000
"1789","SPÖ",2024-02-14,22,"Market",2000
"1790","ÖVP",2024-02-14,20,"Market",2000
"1791","FPÖ",2024-02-21,26,"Market",2000
"1792","GRÜNE",2024-02-21,10,"Market",2000
"1793","NEOS",2024-02-21,10,"Market",2000
"1794","SPÖ",2024-02-21,23,"Market",2000
"1795","ÖVP",2024-02-21,20,"Market",2000
"1796","FPÖ",2024-02-28,26,"Market",1000
"1797","GRÜNE",2024-02-28,14,"Market",1000
"1798","NEOS",2024-02-28,16,"Market",1000
"1799","SPÖ",2024-02-28,22,"Market",1000
"1800","ÖVP",2024-02-28,20,"Market",1000
"1801","FPÖ",2024-02-29,30,"Peter Hajek",800
"1802","GRÜNE",2024-02-29,8,"Peter Hajek",800
"1803","NEOS",2024-02-29,8,"Peter Hajek",800
"1804","SPÖ",2024-02-29,22,"Peter Hajek",800
"1805","ÖVP",2024-02-29,21,"Peter Hajek",800
"1806","FPÖ",2024-03-05,31,"INSA",1000
"1807","FPÖ",2024-03-05,28.2,"Ipsos",1000
"1808","GRÜNE",2024-03-05,9,"INSA",1000
"1809","GRÜNE",2024-03-05,13,"Ipsos",1000
"1810","NEOS",2024-03-05,8,"INSA",1000
"1811","NEOS",2024-03-05,11.8,"Ipsos",1000
"1812","SPÖ",2024-03-05,22,"INSA",1000
"1813","SPÖ",2024-03-05,22,"Ipsos",1000
"1814","ÖVP",2024-03-05,22,"INSA",1000
"1815","ÖVP",2024-03-05,21,"Ipsos",1000
"1816","FPÖ",2024-03-06,26,"Market",2000
"1817","GRÜNE",2024-03-06,8,"Market",2000
"1818","NEOS",2024-03-06,12,"Market",2000
"1819","SPÖ",2024-03-06,23,"Market",2000
"1820","ÖVP",2024-03-06,21,"Market",2000
"1821","FPÖ",2024-03-13,28,"Market",2000
"1822","GRÜNE",2024-03-13,9,"Market",2000
"1823","NEOS",2024-03-13,10,"Market",2000
"1824","SPÖ",2024-03-13,22,"Market",2000
"1825","ÖVP",2024-03-13,20,"Market",2000
"1826","FPÖ",2024-03-14,29,"Market",800
"1827","GRÜNE",2024-03-14,9,"Market",800
"1828","NEOS",2024-03-14,10,"Market",800
"1829","SPÖ",2024-03-14,22,"Market",800
"1830","ÖVP",2024-03-14,21,"Market",800
"1831","FPÖ",2024-03-15,27,"IFDD",1505
"1832","GRÜNE",2024-03-15,8,"IFDD",1505
"1833","NEOS",2024-03-15,8,"IFDD",1505
"1834","SPÖ",2024-03-15,22,"IFDD",1505
"1835","ÖVP",2024-03-15,23,"IFDD",1505
"1836","FPÖ",2024-03-20,27,"Market",2000
"1837","GRÜNE",2024-03-20,9,"Market",2000
"1838","NEOS",2024-03-20,9,"Market",2000
"1839","SPÖ",2024-03-20,23,"Market",2000
"1840","ÖVP",2024-03-20,19,"Market",2000
"1841","FPÖ",2024-03-21,30,"Unique Research",800
"1842","GRÜNE",2024-03-21,8,"Unique Research",800
"1843","NEOS",2024-03-21,8,"Unique Research",800
"1844","SPÖ",2024-03-21,21,"Unique Research",800
"1845","ÖVP",2024-03-21,21,"Unique Research",800
"1846","FPÖ",2024-03-27,27,"Market",2000
"1847","GRÜNE",2024-03-27,10,"Market",2000
"1848","NEOS",2024-03-27,10,"Market",2000
"1849","SPÖ",2024-03-27,21,"Market",2000
"1850","ÖVP",2024-03-27,20,"Market",2000
"1851","FPÖ",2024-03-31,27,"OGM",NA
"1852","GRÜNE",2024-03-31,8,"OGM",NA
"1853","NEOS",2024-03-31,8,"OGM",NA
"1854","SPÖ",2024-03-31,23,"OGM",NA
"1855","ÖVP",2024-03-31,21,"OGM",NA
"1856","FPÖ",2024-04-03,27,"Market",2000
"1857","GRÜNE",2024-04-03,10,"Market",2000
"1858","NEOS",2024-04-03,9,"Market",2000
"1859","SPÖ",2024-04-03,22,"Market",2000
"1860","ÖVP",2024-04-03,20,"Market",2000
"1861","FPÖ",2024-04-10,31,"INSA",1000
"1862","FPÖ",2024-04-10,27,"Market",2000
"1863","GRÜNE",2024-04-10,9,"INSA",1000
"1864","GRÜNE",2024-04-10,9,"Market",2000
"1865","NEOS",2024-04-10,9,"INSA",1000
"1866","NEOS",2024-04-10,10,"Market",2000
"1867","SPÖ",2024-04-10,21,"INSA",1000
"1868","SPÖ",2024-04-10,24,"Market",2000
"1869","ÖVP",2024-04-10,20,"INSA",1000
"1870","ÖVP",2024-04-10,20,"Market",2000
"1871","FPÖ",2024-04-17,28,"Market",2000
"1872","GRÜNE",2024-04-17,10,"Market",2000
"1873","NEOS",2024-04-17,10,"Market",2000
"1874","SPÖ",2024-04-17,23,"Market",2000
"1875","ÖVP",2024-04-17,19,"Market",2000
"1876","FPÖ",2024-04-24,27,"Market",2000
"1877","FPÖ",2024-04-24,29,"Market",2000
"1878","GRÜNE",2024-04-24,12,"Market",2000
"1879","GRÜNE",2024-04-24,10,"Market",2000
"1880","NEOS",2024-04-24,13,"Market",2000
"1881","NEOS",2024-04-24,9,"Market",2000
"1882","SPÖ",2024-04-24,23,"Market",2000
"1883","SPÖ",2024-04-24,23,"Market",2000
"1884","ÖVP",2024-04-24,21,"Market",2000
"1885","ÖVP",2024-04-24,19,"Market",2000
"1886","FPÖ",2024-04-25,27,"Market",842
"1887","FPÖ",2024-04-25,29,"Market",842
"1888","FPÖ",2024-04-25,30,"Unique Research",800
"1889","GRÜNE",2024-04-25,12,"Market",842
"1890","GRÜNE",2024-04-25,9,"Market",842
"1891","GRÜNE",2024-04-25,9,"Unique Research",800
"1892","NEOS",2024-04-25,13,"Market",842
"1893","NEOS",2024-04-25,10,"Market",842
"1894","NEOS",2024-04-25,8,"Unique Research",800
"1895","SPÖ",2024-04-25,24,"Market",842
"1896","SPÖ",2024-04-25,23,"Market",842
"1897","SPÖ",2024-04-25,21,"Unique Research",800
"1898","ÖVP",2024-04-25,20,"Market",842
"1899","ÖVP",2024-04-25,20,"Market",842
"1900","ÖVP",2024-04-25,20,"Unique Research",800
"1901","FPÖ",2024-04-29,28,"Market",2000
"1902","GRÜNE",2024-04-29,10,"Market",2000
"1903","NEOS",2024-04-29,10,"Market",2000
"1904","SPÖ",2024-04-29,23,"Market",2000
"1905","ÖVP",2024-04-29,20,"Market",2000
"1906","FPÖ",2024-04-30,27,"OGM",NA
"1907","GRÜNE",2024-04-30,9,"OGM",NA
"1908","NEOS",2024-04-30,9,"OGM",NA
"1909","SPÖ",2024-04-30,22,"OGM",NA
"1910","ÖVP",2024-04-30,22,"OGM",NA
"1911","FPÖ",2024-05-07,29,"Triple M",800
"1912","FPÖ",2024-05-07,29,"Triple M",800
"1913","GRÜNE",2024-05-07,9,"Triple M",800
"1914","GRÜNE",2024-05-07,9,"Triple M",800
"1915","NEOS",2024-05-07,8,"Triple M",800
"1916","NEOS",2024-05-07,8,"Triple M",800
"1917","SPÖ",2024-05-07,22,"Triple M",800
"1918","SPÖ",2024-05-07,22,"Triple M",800
"1919","ÖVP",2024-05-07,19,"Triple M",800
"1920","ÖVP",2024-05-07,19,"Triple M",800
"1921","FPÖ",2024-05-08,26,"Market",2000
"1922","FPÖ",2024-05-08,28,"Market",2000
"1923","FPÖ",2024-05-08,26,"OGM",1007
"1924","GRÜNE",2024-05-08,14,"Market",2000
"1925","GRÜNE",2024-05-08,10,"Market",2000
"1926","GRÜNE",2024-05-08,13,"OGM",1007
"1927","NEOS",2024-05-08,15,"Market",2000
"1928","NEOS",2024-05-08,10,"Market",2000
"1929","NEOS",2024-05-08,14,"OGM",1007
"1930","SPÖ",2024-05-08,21,"Market",2000
"1931","SPÖ",2024-05-08,23,"Market",2000
"1932","SPÖ",2024-05-08,22,"OGM",1007
"1933","ÖVP",2024-05-08,21,"Market",2000
"1934","ÖVP",2024-05-08,20,"Market",2000
"1935","ÖVP",2024-05-08,22,"OGM",1007
"1936","FPÖ",2024-05-14,30,"Market",2000
"1937","GRÜNE",2024-05-14,8,"Market",2000
"1938","NEOS",2024-05-14,11,"Market",2000
"1939","SPÖ",2024-05-14,22,"Market",2000
"1940","ÖVP",2024-05-14,19,"Market",2000
"1941","FPÖ",2024-05-16,31,"INSA",1000
"1942","FPÖ",2024-05-16,31,"Peter Hajek",1200
"1943","GRÜNE",2024-05-16,8,"INSA",1000
"1944","GRÜNE",2024-05-16,8,"Peter Hajek",1200
"1945","NEOS",2024-05-16,8,"INSA",1000
"1946","NEOS",2024-05-16,8,"Peter Hajek",1200
"1947","SPÖ",2024-05-16,21,"INSA",1000
"1948","SPÖ",2024-05-16,20,"Peter Hajek",1200
"1949","ÖVP",2024-05-16,20,"INSA",1000
"1950","ÖVP",2024-05-16,21,"Peter Hajek",1200
"1951","FPÖ",2024-05-17,27,"IFDD",1000
"1952","FPÖ",2024-05-17,28,"IFDD",1000
"1953","FPÖ",2024-05-17,30,"Peter Hajek",1200
"1954","GRÜNE",2024-05-17,11,"IFDD",1000
"1955","GRÜNE",2024-05-17,7,"IFDD",1000
"1956","GRÜNE",2024-05-17,10,"Peter Hajek",1200
"1957","NEOS",2024-05-17,12,"IFDD",1000
"1958","NEOS",2024-05-17,9,"IFDD",1000
"1959","NEOS",2024-05-17,10,"Peter Hajek",1200
"1960","SPÖ",2024-05-17,22,"IFDD",1000
"1961","SPÖ",2024-05-17,23,"IFDD",1000
"1962","SPÖ",2024-05-17,23,"Peter Hajek",1200
"1963","ÖVP",2024-05-17,23,"IFDD",1000
"1964","ÖVP",2024-05-17,23,"IFDD",1000
"1965","ÖVP",2024-05-17,23,"Peter Hajek",1200
"1966","FPÖ",2024-05-20,26,"Spectra",1000
"1967","GRÜNE",2024-05-20,11,"Spectra",1000
"1968","NEOS",2024-05-20,13,"Spectra",1000
"1969","SPÖ",2024-05-20,23,"Spectra",1000
"1970","ÖVP",2024-05-20,22,"Spectra",1000
"1971","FPÖ",2024-05-21,27,"Market",1000
"1972","FPÖ",2024-05-21,29,"Market",1000
"1973","GRÜNE",2024-05-21,9,"Market",1000
"1974","GRÜNE",2024-05-21,8,"Market",1000
"1975","NEOS",2024-05-21,15,"Market",1000
"1976","NEOS",2024-05-21,12,"Market",1000
"1977","SPÖ",2024-05-21,24,"Market",1000
"1978","SPÖ",2024-05-21,21,"Market",1000
"1979","ÖVP",2024-05-21,22,"Market",1000
"1980","ÖVP",2024-05-21,20,"Market",1000
"1981","FPÖ",2024-05-24,28,"IFDD",1080
"1982","FPÖ",2024-05-24,28,"IFDD",800
"1983","GRÜNE",2024-05-24,10,"IFDD",1080
"1984","GRÜNE",2024-05-24,7,"IFDD",800
"1985","NEOS",2024-05-24,12,"IFDD",1080
"1986","NEOS",2024-05-24,8,"IFDD",800
"1987","SPÖ",2024-05-24,23,"IFDD",1080
"1988","SPÖ",2024-05-24,23,"IFDD",800
"1989","ÖVP",2024-05-24,22,"IFDD",1080
"1990","ÖVP",2024-05-24,23,"IFDD",800
"1991","FPÖ",2024-05-28,28,"Market",2000
"1992","FPÖ",2024-05-28,27,"Market",814
"1993","FPÖ",2024-05-28,28,"Market",814
"1994","GRÜNE",2024-05-28,9,"Market",2000
"1995","GRÜNE",2024-05-28,9,"Market",814
"1996","GRÜNE",2024-05-28,8,"Market",814
"1997","NEOS",2024-05-28,15,"Market",2000
"1998","NEOS",2024-05-28,14,"Market",814
"1999","NEOS",2024-05-28,12,"Market",814
"2000","SPÖ",2024-05-28,23,"Market",2000
"2001","SPÖ",2024-05-28,24,"Market",814
"2002","SPÖ",2024-05-28,22,"Market",814
"2003","ÖVP",2024-05-28,22,"Market",2000
"2004","ÖVP",2024-05-28,22,"Market",814
"2005","ÖVP",2024-05-28,20,"Market",814
"2006","FPÖ",2024-06-04,28.5,"Market",2000
"2007","FPÖ",2024-06-04,26,"Market",2000
"2008","GRÜNE",2024-06-04,9,"Market",2000
"2009","GRÜNE",2024-06-04,8,"Market",2000
"2010","NEOS",2024-06-04,13.5,"Market",2000
"2011","NEOS",2024-06-04,11,"Market",2000
"2012","SPÖ",2024-06-04,23.5,"Market",2000
"2013","SPÖ",2024-06-04,24,"Market",2000
"2014","ÖVP",2024-06-04,20.5,"Market",2000
"2015","ÖVP",2024-06-04,20,"Market",2000
"2016","FPÖ",2024-06-05,32,"INSA",1000
"2017","GRÜNE",2024-06-05,8,"INSA",1000
"2018","NEOS",2024-06-05,8,"INSA",1000
"2019","SPÖ",2024-06-05,21,"INSA",1000
"2020","ÖVP",2024-06-05,20,"INSA",1000
"2021","FPÖ",2024-06-11,26,"Market",2000
"2022","FPÖ",2024-06-11,27,"OGM",1245
"2023","GRÜNE",2024-06-11,8,"Market",2000
"2024","GRÜNE",2024-06-11,9,"OGM",1245
"2025","NEOS",2024-06-11,10,"Market",2000
"2026","NEOS",2024-06-11,8,"OGM",1245
"2027","SPÖ",2024-06-11,24,"Market",2000
"2028","SPÖ",2024-06-11,24,"OGM",1245
"2029","ÖVP",2024-06-11,22,"Market",2000
"2030","ÖVP",2024-06-11,23,"OGM",1245
"2031","FPÖ",2024-06-13,28,"Unique Research",800
"2032","GRÜNE",2024-06-13,10,"Unique Research",800
"2033","NEOS",2024-06-13,8,"Unique Research",800
"2034","SPÖ",2024-06-13,21,"Unique Research",800
"2035","ÖVP",2024-06-13,23,"Unique Research",800
"2036","FPÖ",2024-06-19,25,"Market",2000
"2037","FPÖ",2024-06-19,27,"Unique Research",1008
"2038","GRÜNE",2024-06-19,10,"Market",2000
"2039","GRÜNE",2024-06-19,9,"Unique Research",1008
"2040","NEOS",2024-06-19,10,"Market",2000
"2041","NEOS",2024-06-19,10,"Unique Research",1008
"2042","SPÖ",2024-06-19,22,"Market",2000
"2043","SPÖ",2024-06-19,21,"Unique Research",1008
"2044","ÖVP",2024-06-19,23,"Market",2000
"2045","ÖVP",2024-06-19,23,"Unique Research",1008
"2046","FPÖ",2024-06-25,27,"Market",2000
"2047","GRÜNE",2024-06-25,10,"Market",2000
"2048","NEOS",2024-06-25,9,"Market",2000
"2049","SPÖ",2024-06-25,21,"Market",2000
"2050","ÖVP",2024-06-25,24,"Market",2000
"2051","FPÖ",2024-06-26,27,"OGM",1023
"2052","GRÜNE",2024-06-26,11,"OGM",1023
"2053","NEOS",2024-06-26,8,"OGM",1023
"2054","SPÖ",2024-06-26,21,"OGM",1023
"2055","ÖVP",2024-06-26,24,"OGM",1023
"2056","FPÖ",2024-07-02,27,"Market",2000
"2057","GRÜNE",2024-07-02,9,"Market",2000
"2058","NEOS",2024-07-02,11,"Market",2000
"2059","SPÖ",2024-07-02,21,"Market",2000
"2060","ÖVP",2024-07-02,24,"Market",2000
"2061","FPÖ",2024-07-10,28,"Market",2000
"2062","GRÜNE",2024-07-10,9,"Market",2000
"2063","NEOS",2024-07-10,11,"Market",2000
"2064","SPÖ",2024-07-10,21,"Market",2000
"2065","ÖVP",2024-07-10,22,"Market",2000
"2066","FPÖ",2024-07-11,27,"Market",815
"2067","GRÜNE",2024-07-11,9,"Market",815
"2068","NEOS",2024-07-11,11,"Market",815
"2069","SPÖ",2024-07-11,22,"Market",815
"2070","ÖVP",2024-07-11,22,"Market",815
"2071","FPÖ",2024-07-12,28,"Unique Research",1000
"2072","GRÜNE",2024-07-12,9,"Unique Research",1000
"2073","NEOS",2024-07-12,9,"Unique Research",1000
"2074","SPÖ",2024-07-12,20,"Unique Research",1000
"2075","ÖVP",2024-07-12,23,"Unique Research",1000
"2076","FPÖ",2024-07-21,27,"Spectra",1000
"2077","GRÜNE",2024-07-21,9,"Spectra",1000
"2078","NEOS",2024-07-21,9,"Spectra",1000
"2079","SPÖ",2024-07-21,22,"Spectra",1000
"2080","ÖVP",2024-07-21,22,"Spectra",1000
"2081","FPÖ",2024-07-24,27,"Market",2000
"2082","GRÜNE",2024-07-24,8,"Market",2000
"2083","NEOS",2024-07-24,10,"Market",2000
"2084","SPÖ",2024-07-24,23,"Market",2000
"2085","ÖVP",2024-07-24,24,"Market",2000
"2086","FPÖ",2024-07-26,26,"IFDD",1100
"2087","GRÜNE",2024-07-26,9,"IFDD",1100
"2088","NEOS",2024-07-26,9,"IFDD",1100
"2089","SPÖ",2024-07-26,23,"IFDD",1100
"2090","ÖVP",2024-07-26,25,"IFDD",1100
"2091","FPÖ",2024-07-30,27,"Market",2000
"2092","GRÜNE",2024-07-30,8,"Market",2000
"2093","NEOS",2024-07-30,10,"Market",2000
"2094","SPÖ",2024-07-30,22,"Market",2000
"2095","ÖVP",2024-07-30,23,"Market",2000
